회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)에코마케팅,230360,2017/12,17,38.6,12.51,15.52,30.65,47.43,0,999999999,-4.88,1270.06,6.89,24.84,19.94,0.24,-15.33,21.43,0,10.65,6.17,0,25.54,0,17,511.12,9447.02,511.12,59.72,87.06,1.73,13.3,9.19
(주)에코프로,086520,2017/12,28.82,12.21,8.08,-45.38,30.11,23.66,16.85,0.14,5.26,73.09,5.86,3.74,11.42,0.2,-4.95,-44.31,22.01,3.28,4.83,3.47,1.2,77.99,32.94,91.96,1420.53,68.51,-1.74,19.34,0.82,-32.28,2.47
(주)에프알텍,073540,2017/12,29.6,-8.97,15.7,0,-15.04,-13.29,30.06,-14.1,0.86,14.71,-5.47,4.08,4.12,0.39,16.57,6.05,17.44,-5.39,4.78,6.59,0.93,82.56,69.92,136.93,660.4,91.12,6.43,49.21,1.11,0,-3.5
(주)에프앤리퍼블릭,064090,2017/12,118.07,12.49,444.29,0,6.54,7.83,28.09,5.14,2.6,606.75,4.24,3.26,12.4,1.1,168.04,263.53,19.54,29.15,6.14,13.56,32.02,80.46,118.15,53.96,181.22,40.62,-24.92,2.68,2.07,0,13.69
(주)에프에스엔,214270,2017/12,28.9,0.99,46.68,0,-0.4,-1.21,0.04,-7.26,-0.18,2635.05,-0.27,5.5,14.81,0.8,-25.98,-13.23,44.52,1.01,2.61,0,118.67,55.48,29,191.33,586.1,191.33,20.46,38.06,3.74,0,0.79
(주)에프에스티,036810,2017/12,51.35,4.75,4.16,125.35,3.07,10.74,24.59,8.98,0.69,66.11,4.41,21.32,29.16,1.47,5.28,70.81,21.95,13.24,10.52,10.62,3.07,78.05,69.7,128.67,805.04,73.98,8.68,13.56,3.1,35.73,6.97
(주)에프엔씨엔터테인먼트,173940,2017/12,16.32,-17.23,-16.68,0,8.01,40.2,0,1163.02,-0.57,204.18,5.78,7.5,11.91,0.66,-18.24,0.23,18.67,-13.32,9.29,198.63,11.72,81.33,16.8,316.65,889.35,313.82,30.26,38.01,4.33,0,-11.3
(주)에프티이앤이,065160,2017/12,40.08,-72.68,0.89,0,-15.74,-14.01,17.68,-2.54,7.4,-26.34,-4.17,0.88,-8.56,0.27,-28.54,-2.8,-3.58,-31.33,6.91,3.83,1.12,103.58,42.36,139.33,209.63,115.57,11.07,23.35,0.69,0,-19.33
(주)엑사이엔씨,054940,2017/12,176.92,-2,11.71,0,0.18,0.58,20.69,10.33,0.36,88.48,0.37,11.13,22.87,2.23,37.47,69.27,8.96,-11.31,12.1,31.63,8.08,91.04,184.22,96.45,185.5,82.69,-2.21,3.79,3.67,79.74,-4.45
(주)엑세스바이오인코퍼레이션,950130,2017/12,29.74,-6.69,-12.76,0,14.17,13.57,23.28,0.09,4.53,60.09,4.65,17.68,6.47,0.31,-46.43,-7.49,31.95,-3.11,3.08,3.46,2.57,68.05,52.09,150.54,3768.78,96.19,9.88,32.93,0.89,-91.47,-2.05
(주)엑셈,205100,2017/12,12.88,-2.77,2.44,0,14.14,56.49,3.23,9.59,1.57,177.4,7.13,7.71,23.18,0.51,0.75,21.01,54.23,-1.95,3.21,0,3.41,45.77,14.45,479.79,1269.15,479.79,42.75,226.54,1.86,391.57,-1.41
(주)엑시콘,092870,2017/12,15.61,11.48,-3.51,63.23,12.33,50.67,11.49,25.15,0,70.7,8.97,14.96,19.43,0.71,-9.13,47.7,33.42,10.48,9.71,5.75,2.58,66.58,21.5,325.78,1693.18,213.16,29,41.26,3.28,110.5,8.2
(주)엔에스,217820,2017/12,151.59,1.16,82.35,-78.09,-11.65,-11.69,20.13,10.63,0.33,69.07,-7.11,14.79,11.46,0.79,135.86,35.05,13.49,1.81,4.13,1.83,3.59,86.51,155.25,133.07,950.22,43.49,19.64,15.23,1.6,-26.02,0.92
(주)엔에스엔,031860,2017/12,45.63,-259.48,-6.72,0,-84.82,-35.75,32.6,-9.75,2.82,-106.49,-12.32,0.56,-25.02,0.14,14.26,-39.96,2.17,-54.82,3.93,2.34,0.61,97.83,52.61,71.08,229.28,51.95,-8.65,6.51,0.42,0,-36.39
(주)엔에이치엔벅스,104200,2017/12,36.01,-5.53,-4.48,0,-8.14,-29.73,0,999999999,-0.4,5465.14,-8.29,11.96,6.24,1,-4.38,24.18,0,-7.53,7.51,2200.4,455.28,0,38.66,243.51,846.57,243.15,37.27,23.54,3.7,0,-5.5
(주)엔이능률,053290,2017/12,55.69,0.88,21.98,-90.49,7.26,12.08,0,999999999,-0.3,708.95,4.64,9.18,25.59,0.7,13.72,7.46,69.78,0.9,1.92,4.13,21.08,30.22,62.37,190.88,820.84,132.25,31.17,23.95,2.22,-66.13,0.62
(주)엔지스테크널러지,208860,2017/12,16.08,0.47,-10.08,-94.49,-15.65,-31.32,9.05,0.37,-1.84,30.71,-4.77,2.16,7.77,0.29,-39.39,-8.49,0,0.17,3.02,0,1.19,0,17.97,264.99,599.18,264.99,22.49,91.81,1.46,-96.24,0.13
(주)엔지켐생명과학,183490,2017/12,40.2,-21.68,0.37,0,-29.16,-62.26,15.18,-29.1,0.4,15.27,-20.71,7.7,3.7,0.71,-3.18,19.68,15.93,-22,2.96,4.09,2.53,84.07,49.84,248.39,718.69,177.92,39.81,53.77,2.38,0,-15.42
(주)엔케이맥스,182400,2017/12,32.8,-296.52,-17.4,0,-220.42,-77.11,22.8,999999999,-2.05,-239.43,-19.84,0.82,-13.34,0.08,-41.68,-30.35,71.94,-36.7,2.84,1.24,1.83,28.06,34.64,242.84,663.55,212.86,34.8,95.7,0.24,0,-24.15
(주)엔텔스,069410,2017/12,42.91,-8.61,3.41,0,5.19,14.43,0,999999999,-0.48,479.57,4.36,13.55,19.52,0.85,15.77,-17.05,21.36,-9.84,4.75,130.57,20.08,78.64,43.24,165.83,1125.91,163.8,19.72,89.97,3.37,0,-7.35
(주)엔투텍,227950,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엔피케이,048830,2017/12,39.97,3.26,19.52,-20.17,12.64,26.62,15.12,10.98,0.23,57.27,11.16,7.92,27.67,0.96,89.25,10.66,9.05,5.8,10.68,17.38,1.77,90.95,72.2,166.13,439.78,145.97,15.35,57.5,2.09,533.16,3.13
(주)엘디티,096870,2017/12,6.57,-40.33,-32.13,0,-13.75,-153.3,0,999999999,-0.39,23.94,-10.98,2.8,4.79,0.65,-28.7,22.32,12.54,-29.57,8.47,4.16,3.94,87.46,7.71,749.65,325.02,488.2,39.61,273.98,5.42,0,-26.05
(주)엘아이에스,138690,2017/12,688.71,-45.98,34.85,0,-21.36,-12.7,56.87,0.18,1.69,-81.14,-11.24,11.12,-18.43,0.6,37.02,135.59,21.14,-108.77,9.06,1.91,3.15,78.86,772.47,64.31,238.79,20.88,-28.17,5.89,0.81,0,-27.79
(주)엘앤에프,066970,2017/12,62.42,5.79,35.89,267.56,-0.57,-1.83,35.53,8.27,0.88,60.93,-0.86,30.1,20.53,1.72,52.2,64.22,10.99,19,11.16,5.56,4.8,89.01,87.99,180.51,1039.17,87.92,26.74,27.71,3.63,88.63,9.98
(주)엘앤케이바이오메드,156100,2017/12,82.62,-65.48,0.23,0,-29.23,-14.67,28.91,-8.28,2.23,-111.61,-7.27,4.22,-7.89,0.25,-24.41,-26,32.66,-27.16,0.72,3.21,3.45,67.34,98.26,121.76,854.99,100.73,9.07,9.14,0.62,0,-16.31
(주)엘엑스세미콘,108320,2017/12,31.5,6.71,11.92,-8.12,5.86,30.7,0,999999999,-0.57,783.59,7.47,85.19,21.88,1.35,12.77,13.56,22,11.73,5.52,11.61,45.5,78,32.16,383.06,5060.3,336,67.47,56.91,5.83,-11.46,9.02
(주)엘엠에스,073110,2017/12,65.55,-13.41,-13.73,0,15.52,16.2,37.22,-1.07,1.77,14.19,6.88,17.64,4.9,0.41,-20.91,-14.21,21.22,-9.56,1.48,6.62,1.18,78.78,73.83,143.34,2288.79,124.09,16.34,27.27,0.97,0,-5.51
(주)엘오티베큠,083310,2017/12,26.79,11.98,32.1,234.51,9.9,43.95,10.87,70.17,-0.04,225.46,12.89,31.38,35.06,1.48,57.72,59.54,28.18,24.93,10.32,8.99,5.16,71.82,41.49,309.91,1664.5,250.78,39.74,125.14,5.14,314.83,17.75
(주)엘피케이로보틱스,183350,2017/12,126.83,2.17,-2.93,-73.68,5.92,6.89,46.82,3.72,1.52,50.71,4.54,13.46,12.11,0.76,-8.17,3.3,21.32,5.02,2.85,6.54,1.99,78.68,193.6,116.47,597.26,88.02,7.11,27.27,1.12,-30.65,1.64
(주)엠게임,058630,2017/12,20,9.56,13.65,-29.62,14.55,40.26,7.24,28.25,0.24,80.77,9.02,2.85,20.7,0.66,13.09,-9.7,0,8.55,8.71,0,2.52,0,28.89,201.43,352.59,201.43,15.74,107.57,2.52,15.79,6.31
(주)엠디에스테크,086960,2017/12,20.19,7.01,-6.82,8.23,0.87,4.86,0,5297.92,-0.49,331.43,0.86,22.83,25.8,0.96,-13.7,-1.61,34.62,8.68,3.13,14.65,12.62,65.38,21.62,409.12,1886.9,369.56,51.32,19.19,4.27,-4.97,6.73
(주)엠씨넥스,097520,2017/12,210.86,-2.12,22.46,0,-2.83,-6.96,36.91,3.53,0.9,57.92,-4.73,124.89,5.21,1.84,37.85,56.69,9.08,-12.45,3.82,33.86,19.06,90.92,212.03,108.52,2171.18,101.52,5.75,6.66,2.69,0,-3.91
(주)엠앤씨생명과학,225860,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엠에스씨,009780,2017/12,84.13,6.82,0.63,25,10.71,21.23,30.87,10.7,0.87,86.85,10.9,32.26,32.37,1.02,-1.7,4.67,22.63,15.37,6.25,5.05,2.53,77.37,105.45,98.47,1543.27,48.76,-0.63,4.71,1.87,-0.78,6.96
(주)엠에스오토텍,123040,2017/12,89.97,-4.69,-2.47,0,10.3,9.26,39.19,0.16,4.28,49.55,5.21,19.45,7.35,0.5,-14.28,-8.93,7.02,-5.81,3.75,65.76,3.33,92.98,128.92,54.5,1288.78,51.42,-17.88,10.64,0.84,-86.13,-2.34
(주)엠투엔,033310,2017/12,46.07,13.52,5.33,-17.04,6.21,5.87,26.01,0.85,2.12,123.58,2.26,2.6,14.56,0.37,-3.69,3.61,7.88,8.29,6.41,14.14,3,92.12,62.42,36.14,441.75,27.5,-18.11,2.83,0.95,-56.15,5.04
(주)엠플러스,259630,2017/12,63.36,6.82,0,0,-12.21,-32.7,14.81,43.81,-0.02,135.79,-14.59,28.21,18.84,1.19,0,0,17.07,14.71,0,4.97,8.43,82.93,80.59,213.76,1307.68,145.19,39.91,68.75,2.68,0,8.14
(주)엠피대산,065150,2017/12,318.22,-19.09,-35.39,0,-11.76,-19.3,30.97,-2.47,4.22,204.2,-14.95,10.09,25.16,1,-35.51,-16.01,46.5,-68.11,15.04,52.59,4.31,53.5,343.53,21.09,178.95,18.12,-56.61,1.9,1.39,0,-19.04
(주)연우,115960,2017/12,25.46,3.5,8.99,-61.78,9.68,31.42,14.9,15.58,0.17,64.76,8.6,36.9,33.31,0.93,-3.38,-2.7,13.14,4.37,6.85,11.12,1.63,86.86,37.7,176.45,3014.76,131.28,14.13,47.07,3.59,-63.64,3.24
(주)연이비앤티,090740,2017/12,27.66,-18.89,-10.87,0,18.97,35.04,8.32,-14.19,-11.21,-33.84,9.45,5.24,-7.18,0.47,-37.14,-70.51,1.44,-12,9.21,16.16,2.16,98.56,36.9,115.15,768.04,109.32,3.06,30.21,1.8,0,-8.87
(주)영우디에스피,143540,2017/12,317.33,-1.84,18.02,0,-0.23,-0.46,17.77,-0.47,0.23,105.96,-0.36,42.36,10.46,1.72,16.04,76.58,3.43,-12.63,2.89,0,21.78,96.57,361.51,119.15,576.72,119.15,13.16,32.21,2.3,0,-3.16
(주)영현무역,242850,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)예림당,036000,2017/12,7.88,4.26,4.85,-29.78,17.41,57.12,4.25,22.79,0.03,104.63,5.27,2.27,19.36,0.31,18.63,-26.12,54.59,1.45,4.17,3.06,1.67,45.41,10.17,307.18,680.16,158.33,14.83,26.56,3.57,-66.07,1.32
(주)예선테크,250930,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)예스티,122640,2017/12,54.08,9.72,42.12,475.79,-3.6,-8.75,34.29,11.35,0.87,176.69,-4.63,69.53,30.87,1.51,51.97,185.42,18.79,29.96,8.56,6.11,7.47,81.21,112.49,261.24,2542.59,169.78,41.04,52.43,2.96,415.94,14.69
(주)오공,045060,2017/12,43.84,5.98,-1.5,-12.45,9.11,16.21,24.09,5.93,1.13,30.41,6.14,9.8,16.05,0.67,-5.7,5.96,19.63,6.66,5.75,9.52,1.27,80.37,61.05,113.26,901.87,86.44,3.61,39.06,1.68,-10.94,4
(주)오디텍,080520,2017/12,3.64,10.11,-2.33,-55.61,19.39,171.97,0,999999999,-1.08,183.5,7.5,7.66,14.34,0.38,-29.63,-15.14,12.39,4.08,3.92,8.86,4.71,87.61,4.56,1389.56,1892.59,1258.12,44.84,759.28,7.18,-60.7,3.86
(주)오르비텍,046120,2017/12,42.96,5.47,67.76,29.96,-1.34,-1.16,27.49,4.19,1.68,79.66,-0.55,5.46,23.98,0.52,100.04,13.38,14.81,5.61,4.63,4.77,1.19,85.19,91.47,190.74,548.15,136.64,20.36,70.43,1.05,29.54,2.84
(주)오리엔탈정공,014940,2017/12,84.52,4.38,-5.64,0,10.67,16.11,17.74,9.6,0.01,37.8,8.92,2.35,16.35,0.81,-34.35,-41.94,21.15,8.67,10.62,9.23,1.91,78.85,124.23,81.55,125.24,64.11,-6.96,38.93,1.38,-45.51,3.56
(주)오리엔트정공,065500,2017/12,46.81,1.08,6.17,0,3.25,7.19,23.41,1.52,0.96,36.82,2.9,2.22,10.79,0.92,-14.39,16.77,9.06,1.74,10.64,18.63,2.79,90.94,67.66,96.11,139.49,77.82,-1.09,32.65,2.15,0,0.99
(주)오리콤,010470,2017/12,110.39,2.7,4.59,-41.42,9.01,11.02,0,999999999,-0.09,93.47,6.08,8.72,19.39,0.69,10.05,2.16,39.69,4.09,5.46,0,3.18,60.31,122.77,102.74,580.51,102.74,1.36,36.59,1.27,16.71,1.86
(주)오스코텍,039200,2017/12,51.27,-109.71,-8.11,0,-27.85,-7.53,35.27,-8.06,5.38,-21.58,-3.01,0.28,-5.96,0.1,53.43,-20.61,54.6,-17.27,2.29,4.32,0.42,45.4,66.7,151.54,150.68,143.14,15.85,87.59,0.3,0,-11.36
(주)오스테오닉,226400,2017/12,163.21,-49.7,37.49,0,-14.79,-5.68,33.52,2.72,5.4,-47.41,-4.26,3.27,-6.28,0.33,47.16,28.61,56.97,-44.44,1.24,2.82,2.3,43.03,299.34,136.65,284.6,109.23,14.98,30.55,0.53,50.76,-16.57
(주)오스템,031510,2017/12,84.28,0.25,-0.16,-95.39,13.62,19.68,36.57,0.95,1.39,55.75,9.68,12.99,19.52,0.71,9.4,-11.62,15.96,0.34,3.42,18.65,1.87,84.04,96.73,85.89,929.83,77.05,-6.05,11.18,1.45,-69.86,0.18
(주)오이솔루션,138080,2017/12,38.92,-3.05,5.95,0,-0.64,-1.66,21.15,-5.3,0.43,54.97,-0.52,23.7,16.84,0.83,6.57,-3.84,29.56,-3.94,4.1,4.19,2.6,70.44,45.42,219.87,1680.56,145.43,32.08,81.64,2.35,0,-2.54
(주)오킨스전자,080580,2017/12,102.98,-1.73,-0.29,0,3.09,3.48,47.97,0.37,2.48,56.7,2,11.97,25.24,0.65,9.19,59.03,16.29,-2.61,6.99,5.65,1.35,83.71,134.64,92.99,788.65,65.35,-3.07,5.19,1.13,0,-1.12
(주)오텍,067170,2017/12,47,16.68,15.39,85.4,4.8,8.85,25.36,2.1,1.52,172.92,3,16.81,15.35,0.67,29.28,-1.25,8.05,17.44,9.28,18.59,6.92,91.95,51.37,79.82,1715.67,69.33,-6.27,41.15,1.87,77.7,11.18
(주)오픈베이스,049480,2017/12,30.15,9.05,-4.35,70.61,12.28,21.87,18.19,2.37,0.51,173.57,6.81,2.75,19.3,0.54,-7.2,-9.36,34.27,7.55,4.1,15.97,4.88,65.73,45.2,165.66,341.3,154.42,13.63,50.78,1.55,-63.78,4.91
(주)옵투스제약,131030,2017/12,8.13,25.86,12.79,12.03,30.46,189.22,0,261.97,-1.74,97.01,16.04,6.01,25.72,0.56,18.68,11.38,55.57,15.92,6.08,11.45,1.9,44.43,9.26,948.47,1045.03,882.54,63.15,773.59,6,10.85,14.44
(주)옵트론텍,082210,2017/12,84.46,4.06,5.16,-49.36,17.22,23.04,34.11,6.71,2.13,78.05,11.39,13.87,22.01,0.68,18.77,23.19,34.49,5.71,3.5,13.36,2.23,65.51,97.67,79.67,1016.87,69.52,-8.69,0.28,1.31,33.65,2.75
(주)와이비엠넷,057030,2017/12,74.4,-9.41,1.32,0,4.76,8.04,23.29,2.31,0.62,55.71,3.66,7.48,17.18,0.78,16.1,-8,39.96,-12.34,9.43,7.61,2.48,60.04,83.77,112.5,528.24,90.39,5.06,41.4,1.9,-51.42,-7.29
(주)와이솔,122990,2017/12,37.81,11.2,7.77,52.82,19.55,70.33,11.21,24.88,0.43,104.31,20.52,28.06,29.51,1.09,-5.2,5.09,23.47,19.02,4.53,21.72,2.93,76.53,41.18,187.98,1783.22,173.33,23.56,65.24,3.03,73.92,12.19
(주)와이어블,065530,2017/12,59.45,4.96,-11.84,-39.9,22.08,30.92,17.18,4.51,1.44,49.89,13.53,3.14,29.73,0.57,-6.42,-11.46,10.27,5.29,4.07,0,0.9,89.73,77.84,88.85,288.48,88.85,-3.73,32.97,1.24,-44.36,2.85
(주)와이엔텍,067900,2017/12,29.76,14.55,16.45,65.8,20.09,20.61,25.71,24.8,0.51,29.53,7.43,6.78,17.56,0.4,16.06,20.33,24.43,8.79,8.59,622.38,0.49,75.57,56.44,49.21,1171.8,48.95,-9.66,24.94,1.17,36.36,5.79
(주)와이오엠,066430,2017/12,51.28,-9.15,-3.86,0,1.38,8.67,0.04,20.4,0.19,180.63,2.94,2.81,18.11,2.09,-12.44,346.64,9.35,-29.52,6.05,35.52,13.27,90.65,51.44,222.31,161.88,197.6,41.42,48.71,5.91,226.1,-19.1
(주)와이제이엠게임즈,193250,2017/12,7.8,-179.48,16.27,0,-14.79,-3.93,17.08,-3.96,-3.18,-4068.1,-1.16,1.62,-11.79,0.08,31.16,-32.85,11.13,-18.38,9.15,396.72,24.89,88.87,42.1,1313.86,1443.6,1313.16,66.66,606.7,0.49,0,-15.19
(주)와이즈버즈,273060,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)와이지-원,019210,2017/12,66.21,7.47,13.51,64.98,14.19,14.12,38.58,5.93,2.59,45.59,7.43,20.74,20.3,0.56,17.72,12.35,30.18,8.87,3.42,2.87,1.2,69.82,111.16,125.37,1816.99,63.18,7.95,4.64,1.05,40.08,4.16
(주)와이지엔터테인먼트,122870,2017/12,15.22,7.28,20.35,13.96,9.07,20.02,14.3,17.75,-2.47,100.52,5.29,29.89,14.52,0.64,22.6,13.6,25.09,6.39,8.96,26.62,4,74.91,35.94,398.68,3600.39,377.86,33.43,108.92,2.32,-11.75,4.64
(주)와이티엔,040300,2017/12,22.99,3.46,-4.31,34.29,14.02,17.07,6.64,1.12,1.2,121.24,6.16,3.12,26.44,0.43,-7.75,0.28,6.88,2.43,3.72,292.48,1.99,93.12,56.51,116.22,453.58,115.22,2.38,23.32,1.11,74.65,1.49
(주)우리기술,032820,2017/12,75.32,10.72,3.22,0,16.27,10.29,39.16,3.44,4.66,136.28,5.78,0.75,15.62,0.36,1.11,-4.05,43.78,9.54,3.73,12.18,3.05,56.22,127.96,100.78,89.23,86.88,0.26,21.25,0.61,30.76,3.87
(주)우리넷,115440,2017/12,42.58,6.64,10.44,26.2,0.58,1.4,10.51,28.28,-0.45,82.83,0.42,16.23,17.68,0.75,10.29,19.05,29.45,6.97,3.74,4.88,3.38,70.55,42.59,238.56,1588.28,185.89,41.38,17.43,2.66,46.29,5
(주)우리로,046970,2017/12,54.95,-63.41,-11.4,0,-5.14,-4.53,27.52,-6.34,-2.8,-26.12,-1.69,1.58,-5.18,0.31,-32.36,-5.24,8.51,-32.67,3.73,3.93,1.59,91.49,59.21,108.42,272.98,87.26,2.91,8.65,0.77,0,-19.54
(주)우정바이오,215380,2017/12,59.94,-23.92,0,0,-8.21,-18.17,14.25,-22.37,-0.2,-35.59,-7.57,13.33,-2.63,0.92,0,0,20.32,-37.77,7.63,8.4,3.97,79.68,71.35,181.33,844.54,149.98,28.45,20.56,2.21,0,-22.04
(주)우주일렉트로닉스,065680,2017/12,28.14,6.85,1.58,-21.5,10.09,39.58,11.45,18.61,-1.35,111.95,8.69,41.06,27.36,0.87,0.61,-5.34,18.49,7.81,7.01,10.8,3.45,81.51,28.15,267.75,3717.34,227.91,36.84,39.87,3.65,-48.72,5.95
(주)원익,032940,2017/12,49.18,-18.82,5.41,0,-1,-0.34,26.17,-2.07,3.37,68.19,-0.14,3.47,0.66,0.14,-42.96,-36.47,22.22,-4.41,4.09,3.49,14.05,77.78,71.23,26.77,1449,13.28,-21.03,0.57,0.37,0,-2.7
(주)원익머트리얼즈,104830,2017/12,12.92,8.49,6.66,21.31,19.77,116.38,0.26,267.3,0.03,44.57,14.11,61.58,20.97,0.74,4.19,18.79,33.5,7.18,13.07,9.21,1.45,66.5,13.8,226.61,7546.69,160.05,14.37,98.15,5.7,59.24,6.26
(주)원익아이피에스,240810,2017/12,26,15.11,0,0,15.26,100.16,2.93,682.24,-0.24,213.11,23.5,30.57,48.69,1.54,0,0,39.82,30.39,16.44,5.74,5.83,60.18,30.66,342.55,1519.49,207.83,48.26,137.09,6.56,0,23.26
(주)원익큐브,014190,2017/12,61.12,0.8,12.63,-14.05,-0.45,-2.15,23.21,4.4,0.25,66.24,-0.84,15.1,10.56,1.96,1.61,15.09,9.2,2.58,4.95,11.23,11.54,90.8,63.76,155.97,443.14,105.82,20.89,2.93,4.98,27.72,1.57
(주)원익큐엔씨,074600,2017/12,24.77,13.44,13.59,-51.6,8.5,21.67,11.36,51.78,0.31,95.17,6.02,15.75,30.06,0.75,46.66,46.86,30.44,13.92,13.56,7.42,2.23,69.56,38.47,131.54,1204.52,70.17,5.64,32.26,2.76,69.17,10.12
(주)원익테라세미콘,123100,2017/12,24.96,11.97,8.03,123.46,6.5,50.38,0,999999999,-0.02,198.27,11.38,63.9,40.41,1.82,-11.67,109.49,24.53,31.12,15.82,38.42,9.6,75.47,29.19,341.31,2824.16,308.46,46.62,14.3,6.05,144.42,21.77
(주)원익피앤이,131390,2017/12,75.04,9.72,20.28,97.43,-0.43,-0.74,0,1257.52,-0.13,64.77,-0.32,9.77,19.41,0.82,28.05,52.75,25.73,13.84,6.88,2.58,2.59,74.27,76.68,146.58,739.91,70.99,19.78,19.39,1.91,124.62,7.94
(주)원익홀딩스,030530,2017/12,26.65,10.02,25.28,-84.54,3.17,5.23,16.14,42.84,-0.24,269.27,1.23,7.06,7.36,0.43,58.65,139.11,24.32,5.25,11.18,7.04,14.74,75.68,30.86,79.88,1385.69,40.39,-4.1,4.12,2.5,165.28,4.34
(주)원일특강,012620,2017/12,59.97,2.96,16.64,36.08,1.19,3.01,36.09,6.01,0.65,35.52,1.41,103.18,10.6,1.28,16.25,11.48,8.78,6.85,3.28,6.03,4.02,91.22,88.13,207.49,4605.8,137.68,34.27,11.72,2.87,22.68,3.79
(주)원풍,008370,2017/12,7.97,3.68,0.08,-54.58,8.18,67,0,4176.1,-0.29,46.03,6.77,11.73,20.05,0.83,-0.91,-4.54,12.14,3.4,5.62,10.41,1.88,87.86,11.23,608.85,1274.07,495.83,36.47,163.38,7.89,-43.33,3.05
(주)월덱스,101160,2017/12,64.29,9.07,-1.99,649.74,13.09,20.58,34.13,7.99,2.04,98.6,8.82,8.05,25.13,0.67,10.25,42.24,28.97,11.51,3.96,5.59,2.62,71.03,74.9,118.12,669.62,82.86,6.66,24.3,1.41,223.55,6.05
(주)웨이브일렉트로닉스,095270,2017/12,66.96,3.7,5.01,0,-5.25,-4.44,38.28,11.81,-0.36,28.74,-2.1,6.15,9.81,0.41,-15.65,10.9,35.9,2.98,3.5,6.3,1.08,64.1,90.17,52.29,804.24,32.02,-16.8,0.34,0.84,0,1.52
(주)웰크론,065950,2017/12,69.52,-1.72,9.4,0,1.15,1.85,31.08,1.85,1.03,46.59,0.92,7.82,12.49,0.83,23.65,7.67,42.52,-2.68,11.58,4.78,2.96,57.48,98.34,104.13,495.84,58.36,1.45,30.83,1.78,-22.49,-1.43
(주)웰크론한텍,076080,2017/12,71.5,1.8,11.94,0,2.86,9.01,7.85,19.36,-0.19,168.35,4.11,18.33,16.91,1.52,9.61,92.35,7.55,5.03,6.17,1592.11,14.15,92.45,83.81,125.66,670.97,125.66,9.98,40.84,3.31,5565.23,2.72
(주)웹스,196700,2017/12,57.34,-2.63,5.81,0,11.99,14.51,33.44,3.49,0.55,25.57,5.58,8.61,8.97,0.48,-3.1,10.83,27.97,-1.96,8.5,5.26,1.28,72.03,62.55,114.58,1137.4,90.8,5.14,45.78,1.34,-16.67,-1.26
(주)웹젠,069080,2017/12,13.92,20.39,7.08,-26.7,26.78,82,0,10427.37,-3.99,204,12.92,9.01,23.59,0.5,12.14,-24.71,0,12.37,6.28,1948.4,5.34,0,18.7,549.47,1574.35,549.13,52.7,109.26,2.81,-18.45,10.17
(주)위니아,071460,2017/12,175.67,0.4,14.57,-43.59,-0.23,-0.51,20.72,1.82,0.63,73.04,-0.36,32.19,28.59,1.63,4.51,8.91,26.76,2.13,6.76,6.15,4.4,73.24,244.65,103.87,510.44,51.05,1.97,3.84,2.36,-28.84,0.66
(주)위닉스,044340,2017/12,83.3,5.81,-1.07,0,11.81,28.52,32.14,6.52,0.73,89.62,13.33,25.45,23.16,1.12,-2.86,26.17,25.29,12.83,7.17,5.34,4.24,74.71,87.77,91.45,1201.1,48.87,-3.79,5.2,2.29,751.04,6.53
(주)위메이드,112040,2017/12,13.46,22.28,3.08,0,32.86,30.93,0,999999999,-6.74,625.48,3.81,5.07,8.67,0.12,292.69,-20.94,0,2.94,3.81,0,1.66,0,14.03,455.94,3835.27,455.94,42.01,192.62,1.09,5.41,2.62
(주)위메이드맥스,101730,2017/12,3.99,-73.96,-11.74,0,3.04,11.82,0,23.62,-1.13,-186.67,0.51,2.76,-8.52,0.16,-19.87,30.43,0,-12.08,11.36,0,3.58,0,4.49,673.05,1583.12,673.05,21.89,289.77,3.79,-83.68,-11.58
