회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)씨제이이엔엠,035760,2019/12,41.14,10.13,-3.12,188.66,11.29,22.75,10.16,12.52,0.25,250.24,8.19,28.55,29.79,0.71,7.36,56.5,42,12.07,5.18,34.82,6.97,58,56.25,99.01,2518.22,89.21,-0.26,6.83,1.78,45.06,7.23
(주)씨젠,096530,2019/12,11.96,26.56,19.3,452.03,20.41,67.73,4.8,108.2,-0.83,589.69,10.95,7.41,26.8,0.58,20.39,15.75,63.26,18.55,2.54,5.07,10.93,36.74,19.28,689.96,1157.58,595.03,59.14,235.43,3.55,92.64,15.5
(주)씨티씨바이오,060590,2019/12,104.66,-7.85,-7.83,0,2.42,2.74,34.17,0.8,3.56,24.18,1.51,10.86,7.82,0.6,7.49,3.26,25.86,-10.22,3.71,4.38,1.43,74.14,121.84,87.13,785.69,58.12,-6.07,11.61,1.1,0,-4.69
(주)씨티케이,260930,2019/12,8.72,11.11,2.07,16.87,10.08,68.5,0.1,1019.26,-1.59,132.2,5.6,21.52,13.91,0.56,-20.76,-0.72,24.94,6.89,3.51,12.87,3.47,75.06,8.91,569.79,3554.83,534.47,37.63,114.93,5.95,14.79,6.24
(주)아가방앤컴퍼니,013990,2019/12,25.21,-12.15,-2.2,0,-2.08,-5.35,2.62,1.39,0.09,11.72,-1.45,7.85,2.74,0.69,0.39,20.45,54.12,-10.97,6.73,2.76,3.29,45.88,37.09,217.48,821.22,76.2,21.6,6.71,2.92,0,-8.38
(주)아나패스,123860,2019/12,60.18,-36.51,33.73,0,-15.16,-13.31,24.45,-35.82,-0.79,-212.65,-7.41,12.01,-11.94,0.56,35.77,18.13,24.15,-35.68,21.49,6.29,6.61,75.85,125.51,308.41,1090.16,261.11,55.61,27.78,1.31,0,-20.42
(주)아난티,025980,2019/12,12.08,11.3,11.5,0,35.17,11.57,10.16,1.58,5.38,13.76,4.76,8.55,7.37,0.14,44.8,11.39,46.15,2.94,50.97,22.06,0.25,53.85,69.86,359.59,3669.9,348.89,18.46,117.92,0.32,-24.57,1.61
(주)아리온테크놀로지,058220,2019/12,288.23,-26.96,18.64,0,-25.2,-8.73,48.61,0.24,17.37,561.88,-6.84,1.3,2.89,0.29,17.29,-30.08,35.97,-30.11,2.91,5.09,31.58,64.03,363.09,36.31,102.46,29.01,-39.64,0.09,0.4,0,-7.95
(주)아모그린텍,125210,2019/12,97.65,1.84,65.61,0,-3.96,-7.32,29.22,2.45,1.02,66.23,-4.17,12.62,22.45,1.31,66.77,9.85,21.07,8.61,6.16,7.18,3.63,78.93,132.35,132.69,463.49,88.7,13.74,13.72,1.82,0,2.41
(주)아모텍,052710,2019/12,66.44,-0.4,10.88,0,3.18,3.11,39.97,1.25,1.57,44.29,1.65,47.66,13.78,0.54,11.49,-0.13,18.33,-0.44,7.79,5.06,1.72,81.67,112.16,102.91,4339.85,63.8,0.91,26.42,1.08,-50.86,-0.22
(주)아미노로직스,074430,2019/12,10.1,-6.33,1.61,0,21.5,68.96,3.17,-19.35,-1.64,205.95,7.06,2.16,2.19,0.33,1.86,2.88,17.35,-2.29,4.36,4.39,30.75,82.65,11.41,620.31,590.42,553.33,47.17,155.4,3.96,0,-2.1
(주)아바코,083930,2019/12,48.27,8.91,-6.77,-12.87,0.82,2.74,0.59,249.25,-0.32,172.49,0.94,28.15,26,1.1,-16.39,-7.44,22,16.27,6.31,2.49,7.5,78,52.27,225.3,1615.67,103.39,39.71,27.26,2.79,7.49,9.84
(주)아바텍,149950,2019/12,5.82,9.6,-0.83,-6.33,17.5,151.88,0,999999999,-3.28,96.51,9.12,9.25,25.37,0.52,-37.59,1.45,16.59,5.3,26.74,65.2,1.41,83.41,6.39,494.91,1669.02,480.79,21.61,207.03,8.54,-2.4,4.98
(주)아스타,246720,2019/12,2.42,-897.58,-48.66,0,-63.92,-101.82,1.56,-124.95,-1.73,-1387.25,-6.87,0.32,-88.27,0.07,-51.66,65.32,51.17,-68.36,28.64,0.94,2.49,48.83,7.24,3370.91,274.58,2924.53,73.73,676.7,1.73,0,-65.48
(주)아스트,067390,2019/12,77.3,-1.89,58.26,0,-0.56,-0.31,36.62,0.83,3.1,51.23,-0.18,14.05,6.04,0.4,2.35,24.38,14.88,-1.84,4.38,1.47,2.62,85.12,135.39,111.42,1489.34,36.82,3.75,17.47,0.67,-12.67,-0.75
(주)아시아경제,127710,2019/12,26.45,2.29,-13.33,-97.25,-3.71,-4.48,14.81,3.3,-1.48,235.05,-1.07,2.93,17.98,0.27,-17.53,-0.15,52.12,0.85,4.01,1572.92,3.76,47.88,31.5,211.15,768.04,211.07,22.36,35.16,0.97,-37.95,0.61
(주)아우딘퓨쳐스,227610,2019/12,29.57,-41,-15.57,0,-5.27,-14.77,17.7,-222.46,0.06,-42.3,-4.65,8.89,-11.44,0.81,-40.3,-50.28,43.16,-41.37,3.59,4.09,2.94,56.84,45.99,241.85,690.09,119.12,28.73,43.66,4.05,0,-33.12
(주)아이디스,143160,2019/12,9.79,1.66,3.01,-62.93,5.18,30.84,2.51,19.88,-1.41,208.47,3.29,20.17,20.78,0.64,-6.14,2.16,30.06,1.18,4.37,4.19,7.3,69.94,11.92,805.71,2840.31,640.26,61.72,119.35,6.81,181.69,1.07
(주)아이디스홀딩스,054800,2019/12,19.17,-140.81,-6.01,0,79.64,5.8,38.05,1.48,-8.68,-5662.85,2.38,1.52,-3.41,0.03,78.91,-0.67,73.83,-6.85,37.53,0,45.89,26.17,69.64,29.6,2994.29,29.6,-7.95,8.09,0.07,-9.29,-4.08
(주)아이비김영,339950,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이센스,099190,2019/12,12.51,14.96,9.68,6.33,16.89,52.8,10.17,32.66,0.01,85.52,10.65,23.45,30.4,0.66,16.66,7.99,40.62,12.52,3.2,6.38,1.75,59.38,25.26,448.18,2969.35,347.61,34.77,82.43,3.12,3.94,9.87
(주)아이스크림에듀,289010,2019/12,23.22,4.68,38.67,-52.83,7.58,38.16,3.62,36.83,-0.15,365.09,8.43,17.7,30.47,1.29,15.19,6.33,44.31,8.07,35.88,14.81,14.53,55.69,28.37,370.95,1158.64,330.92,49.02,37.28,5.17,-57.15,6.05
(주)아이씨디,040910,2019/12,28.23,8.24,3.85,-68.68,22.6,50.39,7.95,8.94,1.05,96.77,12.88,12.91,20.39,0.58,9.82,-52.48,26.29,6.62,2.76,2.48,2.61,73.71,34.32,303.47,1649.17,165.83,42.76,42.3,2.09,-70.35,4.78
(주)아이앤씨테크놀로지,052860,2019/12,24.85,6.78,9.49,88.15,18.51,59.43,15.02,13.33,-0.59,80.71,12.55,5.41,14.75,0.71,30.05,48.82,36.83,6.34,15.94,6.88,3.72,63.17,26.78,204.23,598.03,173.42,20.43,3.97,2.93,63.39,4.8
(주)아이에스시,095340,2019/12,7.75,2.61,-1.91,-82.18,13.75,74.33,0.32,168.52,-2.56,65.26,6,12.26,11.32,0.43,-7.28,-15.71,25.79,1.24,4.49,10.3,2.03,74.21,8.79,453.03,2558.04,389.39,25.16,71.06,4.92,-74.53,1.13
(주)아이에스이커머스,069920,2019/12,68.28,-41.07,-28.93,0,-9.1,-10.43,19.52,-2.4,0.7,-4001.04,-4.55,2.27,-12.19,0.42,53.41,-17.03,50.4,-25.05,5,38.66,87.48,49.6,77.46,145.75,255.26,141.1,17.6,5.31,1.31,0,-17.07
(주)아이에이,038880,2019/12,48.53,16.55,25.34,0,-3.17,-4.46,23.11,2.55,1.67,78.21,-1.51,2.47,13.95,0.53,-16.57,40.99,18.92,14.03,7.96,10.57,2.68,81.08,50.95,52.71,326.24,39.52,-15.2,1.3,1.4,0,8.74
(주)아이엘사이언스,307180,2019/12,69.66,-13.44,0,0,-3.91,-5.26,35.02,3.67,1.01,19.95,-2.91,10.35,5.15,0.75,0,0,25.64,-22.4,2.4,35.86,2.04,74.36,123.61,193.7,620.89,187.03,29.19,80.89,1.35,0,-10.02
(주)아이엠,101390,2019/12,164.89,-24.43,0.21,0,-17.52,-21.49,34.55,-1.85,1.45,-22.53,-14.47,4.15,-3.39,0.83,48.64,-4.24,9.25,-50.59,2.97,73.96,3.94,90.75,205.81,94.77,155.24,91.8,-2.82,5.41,1.38,0,-20.2
(주)아이엠비씨,052220,2019/12,19.59,4.61,6.09,0,14.29,57.53,1.59,43.78,-2.09,545.41,10.05,3.88,18.9,0.72,-37.24,-12.66,0,4,6.23,0,29.13,0,21.17,169.72,454.67,169.72,11.27,55.72,4.35,72.64,3.34
(주)아이엠텍,226350,2019/12,176.91,-56.82,61.91,0,-43.67,-16.94,48.77,-0.79,13.03,36.15,-11.44,0.93,10.06,0.32,-0.6,17.75,44.64,-65.18,10.84,12.56,0.85,55.36,208.3,55.02,90.17,50.28,-25.81,1.16,0.45,0,-18.41
(주)아이오케이컴퍼니,078860,2019/12,33.52,-37.58,6.3,0,2.82,2.27,18.82,0.1,16.2,221.17,0.57,1.22,0.42,0.21,-62.66,14.81,12.13,-10.82,15.13,0,70.09,87.87,33.84,52.11,400.7,52.11,-11.99,30.2,0.76,0,-7.86
(주)아이윈,090150,2019/12,64.14,2.72,-8.3,0,-1.76,-3.35,33.22,2.61,0.89,50.63,-1.83,18.29,10.7,0.99,-19.41,-0.23,12.7,6.85,3.25,8.82,6.01,87.3,120.25,147.16,799.6,107.74,13.74,0.77,1.64,0,2.71
(주)아이윈플러스,123010,2019/12,224.38,-143.02,63.55,0,-39.3,-10.14,66.45,-7.64,5,-18.64,-7.43,1.71,-7.3,0.23,121.63,-41.01,-58.78,-113.42,6.09,5.94,0.48,158.78,274.06,69.18,210.43,65.33,-18.48,59.47,0.33,0,-33.55
(주)아이즈비전,031310,2019/12,11.26,-22.78,-8.84,0,4.77,10.06,1.41,-178.93,-4.36,-57.61,1.13,2.3,-1.52,0.23,19.41,-26.73,52.54,-5.86,17.4,15.88,7.64,47.46,12.69,589.05,860.25,583.29,48.88,337.1,1.89,0,-5.16
(주)아이컴포넌트,059100,2019/12,59.79,-4.3,-6.85,0,2.51,3.45,36.96,-2.43,1.19,30.31,1.46,8.21,13.86,0.56,-1.27,12.95,8.34,-4.25,6.83,6.32,1.2,91.66,73.58,149.34,812.2,125.97,17,38.97,1.3,0,-2.41
(주)아이톡시,052770,2019/12,66.71,-55.44,3.9,0,-113.41,-124.73,23.92,-15.63,2,50.51,-49.93,0.39,1.93,0.45,56.94,-73.91,52.41,0,4.22,0,10.45,47.59,66.75,109.29,141.03,109.29,3.72,64.36,0.54,0,-24.88
(주)아이티센,124500,2019/12,115.61,2.65,8.16,146.13,4.6,6.75,33.92,1.35,1.99,258.96,4.64,16.88,31.58,1.05,44.41,14.46,14.33,9.08,40.75,85.08,7.98,85.67,218.95,44.86,517.08,44.81,-19.99,31.42,1.51,598,2.78
(주)아이티엑스에이아이,099520,2019/12,99.75,-16.41,5.07,0,-0.26,-0.68,29.87,-7.96,0.77,78.65,-0.37,3.75,5.64,1.46,-7.18,11.54,14.48,-41.14,10.81,4.38,19.96,85.52,120.84,133.51,119.02,59.57,15.14,7.63,3.5,0,-23.97
(주)아이티엠반도체,084850,2019/12,42.82,9.33,68.7,142.57,2.65,7.76,14.93,17.08,0.63,143.8,2.65,39.11,19.48,1.26,102.6,80.04,20.36,20.55,3.76,14.03,7.2,79.64,52.01,240.46,2277.22,212.37,39.57,26.1,2.93,111.92,11.73
(주)아즈텍더블유비이,032080,2019/12,14.4,10.69,10.81,21.34,4.12,8.33,16.22,7.9,-4.08,50.6,1.56,4.2,7.62,0.4,-20.14,-5.17,18.47,5.12,4.31,2.1,2.52,81.53,23.11,409.08,887.35,241.28,36.15,41.48,2.39,42.94,4.27
(주)아진엑스텍,059120,2019/12,9.51,12,3.12,-44.99,25.46,109,1.76,79,-0.44,72.04,10.9,5.94,16.51,0.43,1.79,-22.41,54.99,5.71,2.83,2.63,1.87,45.01,11.11,785.19,1248.23,592.93,58.64,240.33,5.06,-60.26,5.22
(주)아톤,158430,2019/12,6,-39.57,0,0,5.01,13.26,8.06,21.22,-0.05,-509.77,2.59,14.16,-6.93,0.52,0,0,47.64,-25.45,5.66,228.51,17.05,52.36,24.32,1404.98,2201.18,1400.29,63,467.06,2.64,0,-20.47
(주)아프리카티비,067160,2019/12,70.26,19.46,38.64,34.93,33.34,54.63,2.77,326.91,-0.58,350.34,23.81,26.97,34.18,0.83,49.57,28.46,0,27.41,32.68,0,7.99,0,77.24,157.77,2130.58,157.77,22.9,25.89,2.02,35.41,16.14
(주)안랩,053800,2019/12,24.16,11.62,6.09,-12.85,16.28,50.52,0,999999999,-1.99,195.48,10.33,31.45,41.45,0.65,10.98,4.12,0,9.54,7.56,80.91,2.79,0,25.72,338.32,3941.32,333.24,45.8,45.44,3.21,1.22,7.6
(주)안트로젠,065660,2019/12,21.9,-97.64,-16.61,0,-38.02,-9.73,15.69,-2.66,0.82,-25.91,-1.86,0.95,-2.53,0.04,-9.05,14.98,40.04,-6.51,2.47,3.77,0.35,59.96,23.69,361.31,1527.25,352.18,46.27,280.92,0.13,0,-4.35
(주)알로이스,297570,2019/12,27.98,-13.32,0,0,-3.78,-21.38,15.62,42.24,0.17,-220.47,-5.22,17.42,-2.36,1.38,0,0,26.6,-24.33,2.82,9.99,128.99,73.4,32.27,461.26,953.43,395.89,76.42,40.19,5.66,0,-18.4
(주)알에프세미,096610,2019/12,77.54,-5.84,-1.93,0,2.19,1.73,38.25,-0.4,3.64,63.7,0.86,10.2,21.63,0.39,4.53,-20.45,16.44,-4.49,4.92,1.31,1.07,83.56,99.86,126.28,1294.22,35.87,10.19,10.84,0.79,0,-2.28
(주)알에프텍,061040,2019/12,104.42,-10.8,54.2,0,0.85,1.13,30.13,0.15,1.98,6.93,0.58,12.84,0.29,0.83,23.4,13.15,14.58,-15.04,7.72,24.69,6.11,85.42,106.53,111.62,856.91,105.94,5.88,53.2,2.04,0,-8.94
(주)알엔투테크놀로지,148250,2019/12,13.28,4.33,29.97,-5.83,19.07,21.21,29.37,4.52,2.38,47.84,7.92,6.27,22.24,0.47,74.29,21.31,52.9,3.38,8.67,5.71,0.91,47.1,59.52,595.17,900.05,491.07,41.22,89.81,1.18,84.03,2.03
(주)알테오젠,196170,2019/12,7.07,13.17,18.57,0,15.2,24.08,0.06,201.12,-8.09,65.19,2.55,1.93,7.93,0.18,12.08,926.11,77.2,2.56,627.12,0,1.43,22.8,11.82,1213.02,1023.67,1213.02,70.41,57.61,2.83,0,2.39
(주)알톤스포츠,123750,2019/12,69.28,-47.21,-49.11,0,8.61,24.04,16.99,-12.59,1.25,-5550.03,10.24,4.59,-33.52,0.8,-28.09,-37.15,13.85,-65.62,3.09,5.2,6.84,86.15,74.21,230.9,221.39,186.57,52.06,94.85,1.9,0,-37.86
(주)알티캐스트,085810,2019/12,35.92,-66.6,-6.62,0,7.29,9.63,13.75,-198.91,-0.54,-2659.86,3.06,3.76,-19.24,0.41,-50.75,-38.3,0,-34.55,5.09,0,38.87,0,46.69,134.81,610.88,134.81,8.52,27.52,1.86,0,-27.01
(주)알파홀딩스,117670,2019/12,97.15,-19.46,26.87,0,-2.87,-2.88,39.82,0.45,3.83,-11.66,-1.51,9.5,-3.82,0.59,17.55,-15.6,16.69,-23.77,5.44,41.32,2.02,83.31,109.69,83.74,779.82,80.38,-7.53,1.06,1.13,19.46,-11.4
(주)애니플러스,310200,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)액션스퀘어,205500,2019/12,16.84,-113.66,47.52,0,-126.44,-92.29,16.56,-19.67,-1.18,-39.64,-29.49,0.42,-5.09,0.28,62.91,-3.62,0,-49.72,11.76,0,1.87,0,46.97,603.54,101.64,603.54,57.69,546.23,0.76,0,-31.6
(주)액토즈소프트,052790,2019/12,44.73,47.15,40.79,0,17.36,18.16,7.16,50.62,-1.61,7540.86,5.83,9.83,23.79,0.39,31.33,128.34,84.18,26.05,4.97,0,98.35,15.82,47.29,142.91,1986.03,142.91,13.03,41.65,1.36,8269.42,18.53
(주)액트로,290740,2019/12,11.8,18.51,1.97,-56.43,24.63,111.4,1.39,148.52,-1.31,430.05,13.26,12.51,13.89,0.54,-3.97,-29.83,25.29,11.85,1.71,26.84,16.83,74.71,13.51,746.39,1536.98,729.99,67.2,75.4,3.6,-69.65,10.06
(주)앤디포스,238090,2019/12,57.77,3.2,51.58,0,13.35,11.42,21.37,3.19,3.73,102.55,4.22,6.17,7.64,0.38,90.13,28.67,31.74,1.84,6.3,9.31,3.43,68.26,58.69,185.32,1114.6,176.6,31.06,28.69,1.13,34.32,1.22
(주)앤씨앤,092600,2019/12,33.3,4.98,50.19,0,-4.04,-14.18,13.57,95.72,-0.31,620.73,-3.86,8.75,4.87,1.15,32.03,150.37,22.74,7.53,18.9,7.35,89.28,77.26,37.39,197.57,547.18,127.34,23.65,61.03,4.73,0,5.71
(주)야스,255440,2019/12,36.36,18.83,-10.38,-54.71,35.07,49.2,0.18,195.76,-2.19,142.34,14.31,13.19,14.54,0.39,-22.2,-53.04,27,11.22,2.28,8.1,2.14,73,41,268.22,2293.1,245.23,43.38,0.27,1.09,-69.72,7.26
(주)어스앤에어로스페이스,263540,2019/12,851.25,-125.79,-40.55,0,-8.67,-5.87,56.92,-22.81,1.34,-65.58,-5.44,6.54,-31.03,0.47,-37.33,-15.64,-55.4,-155.51,1.96,2.35,1.03,155.4,1287.68,84.32,73.96,50.39,-9.62,10.04,0.75,0,-58.9
(주)얼라인드제네틱스,238120,2019/12,3.42,-2.04,6.1,0,-8.41,-16.01,5.23,-6.88,-0.31,159.79,-2.27,3.68,13.27,0.28,-2.12,35.5,53.21,-0.64,4.45,3.43,4.9,46.79,16.53,2357.04,1167.88,2092.94,66.31,591.87,2.47,0,-0.57
(주)에너토크,019990,2019/12,5.84,4.96,-0.46,-37.04,13.99,122.85,0.24,135.1,-1.54,86.94,7.45,4.81,19.39,0.53,-11.29,1.83,28.41,2.79,4.09,4.1,2.35,71.59,6.45,807.34,849.43,579.59,38.77,181.87,9.46,-52.16,2.63
(주)에스디생명공학,217480,2019/12,26.64,-13.31,-10.08,0,-1.87,-6.44,18.9,-34.39,-0.18,-9.02,-1.66,9.92,-3.62,0.84,-31.25,-6.42,25.98,-14.36,4.7,3.85,2.58,74.02,34.63,231.77,830.8,146.63,26.07,1.74,3.79,0,-11.17
(주)에스디시스템,121890,2019/12,287.33,-35.44,-28.58,0,-3.81,-7.84,31.92,-15.6,0.42,-229.08,-5.85,8.57,-25.87,1.28,-20.63,-16.28,7.62,-117.21,5.4,9.36,10.61,92.38,293.29,106.8,139.51,87.29,4.97,11.36,2.09,0,-45.38
(주)에스비에스콘텐츠허브,046140,2019/12,27.73,1.18,-6.38,-67.41,-8.61,-28.12,0.1,203.55,-1.09,91.38,-6.22,13.28,5.36,0.7,-1.29,3.22,4.41,1.1,4.15,0,12.68,95.59,28.42,352.06,1431,352.06,54.43,152.42,2.82,-69.2,0.83
(주)에스씨디,042110,2019/12,28.38,-1.65,7.25,0,0.69,3.26,0.07,429.66,-0.37,81.19,0.88,6.89,14.92,1.33,2.76,9.45,7.25,-2.84,6.73,11.4,6.72,92.75,37.04,303.34,392,245.74,42.11,141.73,5.78,-55.16,-2.19
(주)에스아이리소스,065420,2019/12,13.04,-85.85,-39.03,0,-12.76,-106.93,7.99,1.83,0.52,-7858.61,-12.55,2.19,-76.26,0.75,-32.35,22.91,9.53,-77.43,31.38,12.25,23.77,90.47,13.3,519.97,178.17,490.85,48.32,421.73,4.29,0,-63.99
(주)에스앤더블류,103230,2019/12,14.93,-7.65,-3.97,0,-8.28,-17.95,0.68,-114.5,-0.01,25.7,-5.37,10.01,14.03,0.64,-11.8,19.12,5.38,-6.79,7.02,3.63,0.99,94.62,42.66,290.13,1081.96,110.19,19.9,8.99,2.23,0,-4.86
(주)에스앤에스텍,101490,2019/12,40.28,11.96,9.5,118.46,12.46,22.4,22.6,14.6,0.66,47,7.76,8.56,21.98,0.65,28.41,38.43,26.53,12,5.96,6.82,1.25,73.47,53.05,149.72,897.72,109.27,13.09,50.86,1.85,113.99,7.79
(주)에스에너지,095910,2019/12,72.38,-0.37,-1.26,0,3.03,4.68,25.98,0.71,0.57,70.45,2.25,23.04,5.8,0.74,-4.1,45.49,11.31,-0.52,5.17,22.39,7.24,88.69,92.32,183.02,1615.46,172.91,31.24,16.12,1.54,70.18,-0.27
(주)에스에스알,275630,2019/12,14.33,8.22,2.29,14.99,9.95,37.15,1.1,27.34,-1.82,296.11,4.87,4.52,24.93,0.5,-2.55,7.35,39.56,4.78,2.15,0,6.22,60.44,15.1,644.66,793.52,644.66,67.83,147.46,3.32,-38.62,4.07
(주)에스에이엠티,031330,2019/12,24.73,2.28,-15.93,12.4,1.89,48.27,9.02,14.76,0.18,413.69,9.58,24.28,20.77,4.64,-20.27,3.22,4.21,15.01,11.67,15.01,97.11,95.79,24.75,365.32,383.15,260.24,52.6,6.36,15.68,3.31,10.57
(주)에스에이티,060540,2019/12,6.25,26.21,5.35,33.22,34.12,127.81,0.39,586.34,-1.21,445.63,8.66,1.55,15.68,0.26,8.57,14.13,44.65,7.34,2,34.56,7.52,55.35,7.27,577.61,569.53,564.2,27.81,286.71,3.76,39.55,6.83
(주)에스에이티,158300,2019/12,139.67,5.46,-17.87,75.34,10.82,15.48,21.9,5.32,0.92,42.07,10.06,20.6,15.04,0.84,-24.54,-5.19,19.34,15.7,2.2,5.25,2.44,80.66,185.54,118.02,775.86,96.51,8.82,12.9,1.18,18.97,4.58
(주)에스에프에이,056190,2019/12,35.3,18.86,14.3,13.9,-3.73,-10.03,0.65,4252.34,-2.79,312.47,-2.7,47.95,23.71,0.77,15.27,-8.84,27.14,20.02,7.1,16.5,9.74,72.86,36.77,228.35,4851.02,204.23,33.13,23.62,2.82,-12.01,14.54
(주)에스에프에이반도체,036540,2019/12,140.13,2.56,8.29,74.36,14.32,19.64,39.73,2.93,1.13,40.6,11.72,6.49,16.86,0.85,42.35,55.93,7.29,5.36,11.49,29.54,1.88,92.71,147.85,57.4,318.94,50.5,-24.09,15.52,1.43,-1.31,2.18
(주)에스엘바이오닉스,214310,2019/12,55.29,-95.16,-32.83,0,12.6,19.35,20.6,-1.32,4.7,-157.8,7.12,3.24,-17.74,0.45,-75.4,-23.78,13.98,-78.66,7.44,13.91,2.09,86.02,58.23,63.28,322.64,52.99,-12.83,14.91,1.01,0,-43.2
(주)에스엠라이프디자인그룹,063440,2019/12,7.6,-8.89,-2.55,0,12.92,85.94,0.13,153.77,-1.48,20.91,8,1.47,3.52,0.61,-4.48,66.36,15.31,-5.99,10.94,142.51,3.12,84.69,10.26,944.53,213.57,940.71,58.17,198.36,6.57,0,-5.43
(주)에스엠엔터테인먼트,041510,2019/12,33.82,4.01,5.75,-0.52,14.12,28.36,7.66,33.54,-4.61,187.94,7.68,26.47,13.09,0.56,12.44,9.18,36.39,3.09,3.66,57.52,7.11,63.61,37.16,144.05,3514.01,139.56,10.86,49.64,2.04,-11.19,2.24
(주)에스엠컬처앤콘텐츠,048550,2019/12,197.31,1.85,11.17,0,24.17,17.12,3.73,3.27,-0.19,4820.33,11.43,3.52,15.61,0.5,16.76,-15.79,33.97,2.67,4.26,0,145.63,66.03,201.02,111.17,247.11,111.17,7.32,45.86,0.76,0,0.92
(주)에스엠코어,007820,2019/12,32.66,3.49,1.05,82.26,-3.64,-16.5,2.97,132.17,-0.04,143.97,-4.37,12.78,24.55,1.21,-1.73,44.38,8.5,5.8,5.3,227.13,7.16,91.5,36.05,300.21,783.02,297.56,48.06,55.67,4.4,185.74,4.21
(주)에스제이그룹,306040,2019/12,24,12.4,137.68,142.54,11.74,60.76,3.6,55.76,-0.09,1012.59,13.12,75.64,29.35,1.57,130.69,49.95,74.89,30.13,13.27,8.11,37.97,25.11,27.54,412.86,4264.01,327.42,58.87,216.08,4.47,77.33,19.51
(주)에스제이케이,080440,2019/12,236.04,-273.93,-7.31,0,-183.19,-15.84,56,-1.3,24.54,11.41,-11.67,0.73,4.59,0.06,-54.96,-38.85,1.92,-68.05,3.62,2.1,0.17,98.08,280.2,12.89,235.76,6.49,-54.08,0.1,0.08,0,-16.79
(주)에스지엔지,040610,2019/12,25.82,0.51,5.44,0,4.35,4.76,25.31,0.36,0.97,40.45,1.55,3.04,6.29,0.37,-15.07,-7.99,11.04,0.27,8.11,17.48,2.94,88.96,48.26,86.28,577.18,74.62,-2.39,13.72,1.19,0,0.19
(주)에스코넥,096630,2019/12,58.77,-12.62,-6.47,0,25.61,30.39,37.21,-7.68,-3.17,18.44,12.46,4.32,6.57,0.47,-37.3,-51.25,2.42,-9.92,6.93,24.52,1.28,97.58,69.53,60.75,523.54,53.8,-13.61,9.43,1.17,0,-5.94
(주)에스텍파마,041910,2019/12,11.15,32.45,18.02,129.15,12.01,41.29,0.43,296.98,-1.14,99.31,4.81,7.81,27.63,0.43,41.11,15.27,27.96,15.75,4.66,3.54,1.42,72.04,13.2,575.58,1721.9,456.22,46.84,339.45,4.1,144.17,14.09
(주)에스티아이,039440,2019/12,53.19,7.29,4.01,3.89,7.67,25.09,3.78,27.62,0.16,164.64,8.89,37.05,21.47,1.18,-18.01,6.25,17.06,13.68,3.16,36.52,5.04,82.94,54.84,182.74,2065.47,178.48,28.42,14.45,3.19,13.02,8.61
(주)에스티오,098660,2019/12,76.06,3.9,-0.82,0,4.69,12.16,33.27,5.25,1.32,73.89,5.83,16.03,22.78,1.24,-11.92,-3.58,59.79,9.61,21.77,2.64,4.76,40.21,92.12,151.57,561.96,28.2,20.42,0.08,2.49,241.02,4.83
(주)에스티큐브,052020,2019/12,47.06,-97.37,-18.3,0,9.18,7.03,23.76,1.25,6.11,-2904.08,2.81,1.25,-19.99,0.28,0.5,57.03,45.01,-40.56,8.39,58.16,77.79,54.99,66.52,278.86,243.69,276.61,50.55,101.73,0.81,0,-26.81
(주)에스폴리텍,050760,2019/12,78.94,9.75,8.17,547.82,8.23,21.01,31.34,15.06,0.73,82.01,9.91,16.52,28.09,1.25,14.27,-1.35,20.3,24.76,5.74,11.14,3.39,79.7,89.24,143.94,724.95,117.58,18.33,53.39,2.47,239.04,12.19
(주)에스피시스템스,317830,2019/12,45.29,6.24,24.27,-61.08,-0.81,-0.96,19.13,6.47,0.38,35.46,-0.41,39.05,10.78,0.57,51.2,-34.9,20.06,6.82,2.82,19.71,1.66,79.94,76.19,232.36,3953.73,222.35,34.03,47.65,1.18,-65.25,3.54
