,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
208,(주)비엘팜텍,65170,17-Dec,135.29,-3.17,-7.01,1.67,3.45,41.68,1.58,1.86,46.19,2.05,4.21,19.9,1.18,-20.21,13.18,33.25,-13.82,17.99,11.41,2.92,66.75,145.9,63.91,101.59,46.14,-19.86,24.61,1.97,-3.74,52.53875372025244,46.846786320377646,83708355,0.03908974807982529,0.593331311592409,7.8340696544416355,-0.03742630166521227,0.1458243845459085,0.04131314454733948,0.40666867375446286,0.6483913634814801,0.2994230504231029,-0.49027068928636836,도매 및 소매업
209,(주)비엠티,86670,17-Dec,68.74,4.81,3.09,11.93,19.13,32.5,7.68,1.08,40.77,7.81,15.62,16.49,0.66,-0.29,54.74,29.64,5.44,4.03,2.84,1.65,70.36,68.93,136.37,1441.71,75.49,14.8,11.76,1.62,3.2,617.0493963512519,357.653921773265,63638731,0.06250509391215392,0.40803603502963737,7.987896719418374,0.031956731460037476,0.04787148368738272,0.019820075066618727,0.5919639546877546,0.44508791177423607,0.20226584970715397,0.3419424023413416,제조업
210,(주)비즈니스온커뮤니케이션,138580,17-Dec,11.13,39.36,0.0,29.09,100.67,0.0,11032.8,-2.35,6153.16,10.9,2.82,29.03,0.37,0.0,0.0,0.0,16.55,6.6,0.0,79.43,0.0,12.15,947.62,670.77,947.62,84.15,125.23,3.46,14.75,,,13456561,0.15888029698573164,0.10831165519028671,7.555106352197083,0.14753904795478587,0.12432336116469676,0.00013295632371907384,0.8916883448097133,0.05922896152372871,0.5761206002038708,0.24829684334000426,정보통신업
211,(주)비츠로셀,82920,17-Jun,11.53,15.68,6.1,14.08,106.07,1.29,328.84,-0.81,241.03,12.27,13.52,29.58,0.9,52.47,15.75,26.99,16.75,6.54,9.16,3.53,73.01,13.08,739.48,1309.0,700.09,65.2,187.94,5.63,14.08,12.004305821366165,16.895037063229854,105351685,0.15368621416894984,0.11570519607778552,8.082186895161563,0.14078250994214175,0.191610575925995,0.002930197539387317,0.8842948039222145,0.24605857229573963,0.09871220379626582,0.6594616841446749,제조업
212,(주)비츠로시스,54220,17-Mar,78.56,1.52,7.46,-2.9,-3.8,21.73,0.88,2.07,76.89,-1.69,3.47,11.78,0.61,0.09,13.43,18.29,1.68,1.65,164.37,4.1,81.71,80.3,101.42,319.9,100.55,0.62,5.58,1.34,0.92,-15.971532123782334,-12.790716174463116,72073712,0.017002395179203003,0.445373117053377,8.090748944460948,0.009215470529574115,0.02493784020267379,0.042718152342094445,0.5546268910609229,0.5580608303260859,0.15481550332803728,0.08942967109472398,제조업
213,(주)비츠로테크,42370,17-Jun,33.95,18.84,0.0,26.93,73.87,8.6,32.17,-0.16,166.91,22.41,20.83,30.22,0.83,0.0,0.0,19.6,27.63,4.79,13.4,4.03,80.4,43.54,243.29,1123.34,217.03,33.89,47.84,2.74,15.68,394.1154539928955,895.270369151341,232764175,0.11080409585190859,0.3033512323651881,8.44673764182753,0.2316507454248818,0.1131614674792357,0.0097453000362502,0.696648767634812,0.4245840840239229,0.10588815912070661,0.22800366465989652,"전문, 과학 및 기술 서비스업"
214,(주)비케이홀딩스,50090,17-Dec,36.32,-6.36,-15.01,-3.15,-9.01,20.16,-1.49,1.31,26.33,-2.72,1.14,7.16,0.79,-36.61,-11.53,7.15,-8.09,24.63,7.61,3.12,92.85,43.22,82.19,89.15,28.64,-4.52,8.3,2.1,-5.04,-162.63264031046342,29.306668597258017,38071774,-0.01540093430269704,0.3017876089702315,7.644827045238064,-0.050411623046718854,0.02103596049639299,0.027479481314134583,0.6982123683743049,0.7915701194642989,0.09097944844913189,-1.3415064881962881,제조업
215,(주)비트컴퓨터,32850,17-Dec,21.19,11.23,2.7,14.47,41.01,4.97,30.8,-0.19,84.81,8.61,3.84,24.53,0.6,4.64,-8.32,27.44,8.71,7.78,1406.84,2.06,72.56,26.56,211.71,509.91,211.32,18.7,69.87,2.71,6.77,24.42447585555064,-13.879390889885254,31905155,0.08212434152461211,0.20982978347665332,7.7294576452457555,0.06768896874859014,0.11697219688897914,0.011973196511506622,0.7901702165233466,0.6455476414081576,0.13810906105925516,0.41963463973816467,정보통신업
216,(주)빅솔론,93190,17-Dec,15.91,23.06,17.66,9.48,36.73,0.0,25108.04,-1.57,360.47,5.25,12.15,25.35,0.6,42.14,2.14,34.52,16.24,6.87,3.63,7.92,65.48,16.67,545.32,1433.21,428.44,60.74,273.45,4.45,13.8,7.036201483108504,43.62419182983869,89445133,0.09458046852760821,0.14285804021313356,8.208403235749909,0.13798039806644286,0.3730010250404652,2.798018337059179e-05,0.8571419597868665,0.2561475321571542,0.1872024607532307,0.8160749950973419,제조업
217,(주)빅텍,65450,17-Dec,52.58,-2.66,0.05,1.29,1.9,18.41,-14.88,0.17,76.44,0.85,8.33,20.9,0.66,-2.25,6.46,5.43,-3.13,3.75,5.35,2.3,94.57,81.29,130.65,696.37,88.42,8.89,13.64,1.5,-1.76,-77.9937488120156,-31.982706004508305,40828484,-0.025588317244382826,0.4484091742076092,7.791419035334292,-0.017551911629095016,0.039575583435452914,0.003915129832248802,0.5515908257923908,0.6210784710485954,0.09307597607591798,0.2668873151208803,제조업
218,(주)사람인에이치알,143240,17-Dec,29.12,4.19,17.84,17.85,65.84,0.0,966215.43,-1.23,560.6,14.85,13.98,55.0,0.9,35.25,10.37,64.66,4.56,13.63,0.0,8.38,35.34,29.12,183.45,1301.46,183.45,18.82,36.9,5.21,3.77,15.43531385154592,-67.27636684233957,81347113,0.17109439135455898,0.22555615931984863,7.990148131881943,0.037738453422807905,0.08323699587528512,1.0238039865839446e-06,0.7744438406801514,0.5862142130706468,0.4565770883596078,0.38173388193139196,정보통신업
219,(주)삼기,122350,17-Dec,148.37,3.72,9.41,12.95,17.34,52.53,3.01,1.54,36.52,11.23,94.9,24.96,0.91,27.44,-3.92,13.95,9.45,7.28,16.84,1.21,86.05,183.69,46.3,3857.16,35.42,-28.08,6.25,1.41,3.38,-37.69238691352401,-13.09528594428011,292561351,0.04121213620889198,0.647500779641382,8.528044352473058,0.033757088263867814,0.03267717484549084,0.021305394589187367,0.3524992203586181,0.7578259464533322,0.09403455345678931,0.22704105690710324,제조업
220,(주)삼보판지,23600,17-Dec,45.74,2.83,-10.96,1.33,2.03,26.85,2.79,0.64,17.61,0.84,46.27,11.36,0.6,5.96,-0.87,13.48,2.65,4.95,10.39,0.89,86.52,70.79,95.6,3926.39,71.61,-1.18,8.84,1.42,1.68,-55.934928192463786,-77.27569608845565,323858909,0.014101978527351301,0.4144983227858299,8.70913710592179,0.01684940884576692,0.023676655882157144,0.012030502666202694,0.5855016772141701,0.7439830277932001,0.11112077821518258,0.517774928885573,제조업
221,(주)삼양옵틱스,225190,17-Dec,18.71,26.92,3.6,30.38,238.08,0.0,8677.3,-0.14,254.72,45.56,13.25,90.36,1.53,2.95,5.55,50.02,51.21,10.18,9.32,4.43,49.98,23.67,390.6,714.52,278.27,43.96,159.71,7.73,41.09,2.928071386551274,11.737688358365109,66272717,0.463703356932421,0.1913799464748687,7.645240348330041,0.4109286791993108,0.24160901412806618,0.00027049054801676507,0.8086200535251313,0.4090995439289065,0.1964045174124972,0.5891374779152418,제조업
222,(주)삼일,32280,17-Dec,36.85,2.18,-2.84,-4.19,-16.09,14.22,9.29,0.3,24.7,-4.51,5.6,18.95,1.06,-5.02,-1.8,11.17,3.29,5.59,239.09,1.39,88.83,38.99,79.41,374.59,77.72,-5.46,3.66,3.57,2.31,3.4358353143821616,-22.168913348562945,90876304,0.0334570400638891,0.2805180463170698,7.926417242777826,0.023103134000681574,0.009699170653509597,0.012130627682081906,0.7194819418366294,0.7894610972041463,0.08012138125687858,0.3494369696063132,운수 및 창고업
223,(주)삼일기업공사,2290,17-Dec,16.65,4.7,2.61,-4.79,-27.56,0.0,999999999.0,-1.37,202.12,-4.21,9.1,13.28,0.89,0.9,99.71,9.86,4.95,0.0,22.49,13.3,90.14,18.05,622.91,875.9,595.07,73.75,387.11,5.78,4.19,4029.080878261285,282.8633784751912,56403800,0.04103443830531038,0.15288544079518815,7.806904037905836,0.04188185548099801,0.5459680238868921,0.0,0.8471145592048118,0.12146491625200831,0.05252559224733085,0.75040093646241,건설업
224,(주)삼진,32750,17-Dec,16.91,2.55,-4.93,6.49,43.06,2.51,67.59,0.02,29.38,8.86,36.26,12.41,1.33,-2.92,10.81,15.62,4.38,11.02,16.49,3.11,84.38,25.89,335.46,2108.63,278.8,31.63,162.92,5.83,3.39,13.97591731190574,-52.22473432487897,108784102,0.059115040079689915,0.20565678965405698,7.901328705749133,0.03388819097686665,0.21885632446630843,0.003828999459377713,0.794343210345943,0.5493727946446052,0.11180687045612603,0.765118994040593,제조업
225,(주)삼진엘앤디,54090,17-Dec,63.64,-5.77,-18.09,2.77,8.34,25.3,-2.36,0.52,54.64,3.77,18.46,19.39,1.23,-23.14,-14.0,9.92,-13.41,5.01,7.51,3.55,90.08,82.67,154.39,708.15,115.18,18.95,19.99,2.56,-7.06,-836.2942552738945,-486.6034503825945,220648773,-0.021145626315636223,0.45256886864951235,8.209970851461698,-0.07064621858612122,0.06963359003392271,0.018670811354922462,0.5474311313504876,0.46210389244011496,0.11645477856339587,0.2037288618973439,제조업
227,(주)삼화네트웍스,46390,17-Dec,7.19,3.38,-1.91,44.08,170.71,0.0,999999999.0,-1.48,1595.45,21.01,2.45,9.35,0.47,3.04,-54.05,9.09,1.97,7.57,0.0,20.92,90.91,14.03,1215.14,450.76,1215.14,70.32,242.58,3.79,1.59,-102.54310422220026,-90.75585382139856,21001397,-0.004011463881427742,0.12307206104709344,7.644033038959944,0.01593575903461067,0.15295714335452967,0.0,0.8769279389529065,0.23379039183920375,0.09935819983784888,0.2127011384185847,정보통신업
228,(주)상보,27580,17-Dec,177.9,-5.51,-3.63,-3.35,-3.74,51.93,-1.13,2.64,38.18,-2.64,9.41,13.09,0.77,-0.05,-15.75,6.46,-13.89,3.93,5.15,2.08,93.54,239.77,110.87,352.1,77.52,5.69,33.54,1.11,-4.26,59.153809805341815,65.24265005343844,127789248,-0.026709151157407702,0.705679847318881,8.21054444670612,-0.042556734490798206,0.18580853919555956,0.03405212668141572,0.29432015268111905,0.4195024076596791,0.09922161839468685,-0.13540190944264843,제조업
229,(주)상상인,38540,17-Dec,542.06,25.19,42.33,-106.99,-24.32,0.05,806.33,-0.16,556.02,-20.82,8.41,7.4,0.23,70.32,18.74,37.44,40.7,0.38,99.22,14.39,62.56,594.55,92.55,616.25,92.32,-5.81,4.32,0.27,5.76,68.27888480746049,46.50791816739119,397628354,0.07006031165768101,0.8560216674865808,9.310415788305104,0.05758285848247434,0.03367933454463558,0.00010120573202628282,0.14397833251341918,0.27769035121358426,0.06788765119099127,0.11891140731537128,정보통신업
231,(주)상아프론테크,89980,17-Dec,74.06,4.87,8.89,9.15,12.69,36.09,5.55,0.93,53.16,6.37,22.24,24.79,0.73,16.08,-1.96,21.78,7.18,3.78,7.52,1.48,78.22,100.87,129.77,1535.16,104.78,10.98,24.13,1.43,3.54,18.72538109135856,36.59724114970997,153236134,0.05118071416215602,0.5021670627290865,8.342266152627069,0.035399627954523054,0.0889566059172905,0.01816704366823684,0.4978329372709135,0.5215313179992197,0.1473908823619891,0.3376009742274309,제조업
233,(주)새로닉스,42600,17-Dec,46.74,1.01,4.11,1.22,3.42,19.03,0.28,0.27,83.18,1.32,20.32,21.85,1.1,-2.59,7.1,10.67,4.19,7.1,11.49,4.16,89.33,62.96,146.58,1134.27,112.96,13.36,37.26,3.15,1.12,-96.52066999963182,-89.06271330196836,126219454,0.0013638024154100034,0.3863446088035241,8.066823125905213,0.0111840876901705,0.10687186988919671,0.013750463614672599,0.6136553911964758,0.5795800468940939,0.10550169231440346,0.5007483059041098,제조업
234,(주)서린바이오사이언스,38070,17-Dec,24.49,5.32,6.87,4.76,11.12,8.12,13.84,-0.23,36.34,2.85,13.72,13.94,0.62,-11.3,-5.06,30.05,4.12,5.27,3.7,1.8,69.95,34.54,247.05,1596.71,144.34,26.77,26.44,2.43,3.3,-46.79172019434168,-45.43943441915594,42619342,0.016825264959096333,0.25674315312814444,7.851492437630456,0.03299394364871577,0.04813760975068653,0.0047725006000038156,0.7432568468718556,0.5502485138998298,0.2733518738980062,0.45025774835764604,도매 및 소매업
235,(주)서부티엔디,6730,17-Dec,54.59,-46.15,35.38,22.1,1.25,50.23,-1.03,14.63,0.71,0.85,2.82,0.42,0.04,143.51,2.94,15.35,-5.67,14.9,161.83,0.08,84.65,210.72,56.64,2050.42,56.46,-7.62,12.9,0.07,-2.03,-206.83541473422417,-1044.1312417657502,57542734,-0.010724714385102413,0.6781622791960729,9.17683692986748,-0.020331591334614707,0.02267127531939334,0.016194524535615647,0.3218377208039272,0.9004946225515179,0.39695185494662105,0.17415557915772245,숙박 및 음식점업
236,(주)서산,79650,17-Dec,7.86,6.08,2.97,12.5,129.4,0.0,1899.36,-0.99,88.93,9.91,50.19,25.53,0.8,7.46,-10.83,20.67,5.43,6.71,11.29,2.73,79.33,8.29,892.1,3670.82,778.44,57.47,114.28,9.53,4.89,-66.64683916366636,-63.85618775551999,100372500,0.05869930092253405,0.0765509787718786,8.10254209768249,0.048872395165863475,0.0829145562172905,0.0003663862945497878,0.9234490291250443,0.35275031388097194,0.13368748412164685,0.5578148854013146,제조업
237,(주)서연탑메탈,19770,17-Dec,132.91,2.04,0.67,-1.71,-2.83,43.39,2.39,1.0,43.37,-1.74,36.04,18.37,1.02,0.83,2.0,6.04,6.04,4.14,23.53,2.25,93.96,159.61,102.61,1329.05,93.39,1.34,8.05,1.65,2.08,-1.2919017838803604,540.2259891662013,209952442,0.02791185198068876,0.6148127997125867,8.314424896837993,0.02078627689447218,0.04119368096994826,0.01891829294875473,0.3851872002874132,0.4746824631073314,0.03303229976243858,0.3214226328040416,제조업
239,(주)서울옥션,63170,17-Dec,76.47,5.64,17.31,15.15,10.0,34.12,6.01,2.03,43.79,5.32,6.4,8.58,0.38,-5.93,6.52,33.43,4.39,5.48,1.0,2.08,66.57,113.5,183.01,832.15,85.3,29.73,27.05,0.77,2.14,-33.893601371056306,-53.87363765359417,54167584,0.04462496776532359,0.5316241880805757,8.188474964478203,0.021375958693388143,0.09688568479677608,0.015055273823281758,0.4683758119194244,0.3444974623837974,0.21654857266663396,0.18919822109477435,도매 및 소매업
240,(주)서울제약,18680,17-Dec,49.67,-31.06,-19.86,-4.45,-4.57,31.3,-3.14,3.89,17.25,-2.15,8.63,10.49,0.43,-26.6,-10.55,50.58,-28.62,3.08,3.68,0.72,49.42,89.3,129.3,885.48,74.06,7.69,24.01,0.81,-13.39,-180.50040251894097,-137.23529997541849,34051567,-0.07553121042996892,0.4717325596835595,7.846775522013377,-0.13393264709640945,0.06299534995289159,0.04519139399989067,0.5282674403164405,0.6607224518154392,0.6809881319118148,0.022257192916880345,제조업
241,(주)서원인텍,93920,17-Dec,24.58,1.11,-13.33,4.94,32.43,12.33,19.41,-0.15,92.41,7.12,30.55,24.67,1.34,-8.99,-20.54,8.99,1.92,11.62,12.66,5.06,91.01,28.14,337.26,1652.03,286.88,45.51,120.76,5.38,1.48,-40.38679856827012,-83.67071838950925,284134788,0.042593858208548295,0.2195929264082111,8.294339929513916,0.014825604541306932,0.23162883721535296,0.00881885988240301,0.7804070786694074,0.3531224832942415,0.05809006745066359,0.6835337791797218,제조업
242,(주)서전기전,189860,17-Dec,28.1,5.56,6.38,2.8,14.16,3.87,8671.27,-0.07,52.31,3.23,20.69,22.17,1.19,-7.72,0.31,25.97,8.53,3.63,23.14,2.41,74.03,29.52,205.53,1387.81,190.18,22.89,2.88,5.25,6.6,13.078570350777088,101.16375349958383,50168944,0.053682226382506755,0.22790910046242738,7.639317719128698,0.06621274089542761,0.006245912976280234,2.7079797158831257e-05,0.7720908995375726,0.5541225650516508,0.21455022055078538,0.5514419822747646,제조업
243,(주)서진시스템,178320,17-Dec,103.08,2.65,14.04,6.38,11.01,35.32,4.71,1.56,66.16,5.86,90.21,27.83,0.98,12.36,43.45,18.3,5.64,7.73,4.87,1.91,81.7,113.72,88.21,3799.56,46.18,-5.69,15.75,1.63,2.59,-26.828172104642334,-67.84931476627635,237945884,0.07336061338068109,0.5320942072758068,8.413688530076882,0.025937900685791916,0.07594245558124718,0.025872054265484053,0.4679057927241932,0.574561217669649,0.10801122746044223,0.16948896407646538,제조업
244,(주)서진오토모티브,122690,17-Dec,262.98,-1.43,0.98,4.66,9.11,38.48,-0.73,0.74,33.31,6.96,126.45,18.82,1.5,2.75,-4.19,3.99,-9.16,8.58,15.74,2.46,96.01,323.97,57.27,1100.6,42.14,-26.5,2.5,2.0,-2.15,-162.55983393094135,-535.7025400769247,1238336209,-0.009380076836908505,0.7641364111209943,8.918359564534049,-0.02152518047743339,0.015487942933479997,0.016994030238589343,0.23586358887900571,0.6447621791707806,0.04613045115278544,0.0763149999757913,제조업
245,(주)서플러스글로벌,140070,17-Dec,29.23,17.78,66.54,-2.18,-5.38,19.05,48.4,0.07,223.78,-1.57,68.52,21.83,0.9,60.23,11.57,34.04,24.19,72.57,1.61,5.33,65.96,41.1,370.69,5843.12,127.7,56.07,30.15,2.69,15.99,36.21155998935491,40.100705572267806,111730233,0.21509305340837445,0.29126389424934196,8.191124774253334,0.1598814357946515,0.06245234677767169,0.013305759424447134,0.708736105750658,0.23219582622492818,0.10116624387599729,0.4693272054714342,도매 및 소매업
246,(주)서한,11370,17-Dec,33.72,14.65,-5.04,9.43,47.3,4.17,59.42,-0.1,0.0,12.73,10.48,0.0,1.31,-16.78,5.83,22.79,31.06,1970.53,5.83,65.44,77.21,36.81,295.05,567.81,238.6,48.07,48.11,3.46,19.26,15.24111205466504,19.7493623045515,528692838,0.2563187366260092,0.269062593924401,8.593165260959259,0.19257038129621018,0.11857089875205955,0.011352217721968108,0.730937406075599,0.2727977654315662,0.032874124162052674,0.5896880901370287,건설업
247,(주)서희건설,35890,17-Dec,149.97,3.01,5.24,6.97,13.4,21.88,7.7,0.54,6766.36,8.92,12.4,19.2,1.31,10.62,-3.77,15.53,13.36,159.31,114.15,400.69,84.47,199.3,128.28,292.92,126.16,14.17,18.07,1.92,3.95,7.020819646275396,9.092060619769285,1033271360,0.11198482920911784,0.6658914437665236,8.906877320117452,0.03953142368393608,0.09052976234653241,0.02129071454481346,0.3341085562334764,0.35725454036129256,0.0699736224180258,0.13221729489906775,건설업
248,(주)선광,3100,17-Dec,20.87,4.3,4.03,16.98,10.28,33.79,2.85,4.79,24.9,4.51,21.76,17.96,0.27,3.26,12.15,22.68,1.97,5.45,264.92,0.36,77.32,78.08,114.03,4579.14,112.94,1.64,6.57,0.63,1.16,57.02304011976453,-70.40602947612112,143592261,0.039442055155376146,0.43844561062003934,8.733419707388395,0.011621612931176922,0.007702229567721632,0.0320904253038182,0.5615543875324783,0.8663331350165746,0.0810087947567035,0.4111655572569164,운수 및 창고업
249,(주)선익시스템,171090,17-Dec,28.62,7.9,0.0,14.32,65.61,0.19,58.8,0.1,107.41,15.02,41.2,23.65,1.05,0.0,0.0,25.87,10.75,13.7,120.73,4.76,74.13,29.7,325.76,3028.1,321.82,49.82,136.6,4.58,8.29,-37.83576857749142,-58.64153394017939,123595928,0.14389535136912188,0.22900905572465924,8.07124161719638,0.09665452826964717,0.3014517467267087,0.0073906857847250065,0.7709909442753408,0.28113386834368687,0.14105855493880026,0.3320151622393508,제조업
250,(주)성광벤드,14620,17-Dec,8.88,-11.2,-5.59,16.97,47.45,3.84,-418.08,-0.47,5.07,4.92,10.19,2.31,0.28,-9.22,-28.22,3.8,-3.55,2.7,1.23,0.58,96.2,11.57,617.37,3149.39,342.43,41.16,93.73,2.53,-3.15,-744.1627475439973,-457.740296569168,145746476,-0.036032764054700205,0.10371903194290931,8.70111834565188,-0.031542945822148484,0.07457301088645214,0.0007736182588691276,0.8962809700472216,0.5087858938053347,0.1659367393555368,0.8869424735950967,제조업
251,(주)성도이엔지,37350,17-Dec,70.82,5.43,-6.07,6.46,17.85,7.61,30.71,-0.2,555.32,7.69,50.68,34.99,1.15,-7.8,-8.05,10.54,12.4,3.29,5.67,17.83,89.46,75.71,196.38,2400.52,147.34,38.85,22.85,2.58,6.26,-5.449423619240871,-9.322877275183734,391339341,0.07329172804747802,0.43087414954010894,8.516579754276675,0.06261531998117731,0.09210238974329962,0.005326611233063374,0.5691258504598911,0.20843481471791508,0.041906167568263986,0.5313857955782546,"전문, 과학 및 기술 서비스업"
252,(주)성우하이텍,15750,17-Dec,133.64,0.87,-1.74,9.09,13.9,43.88,1.47,1.08,37.88,9.04,112.21,18.22,0.99,-5.47,-12.2,7.98,3.39,5.5,8.8,1.87,92.02,186.01,88.62,3198.17,64.03,-5.32,15.61,1.5,0.86,-56.58253386623028,6.793732020563277,3366358641,0.017813864124505866,0.6503633881276951,9.52958511247496,0.00857405321347279,0.07295867105794714,0.018458748005150242,0.34963661187230494,0.5858999915976164,0.06169758013017366,0.28214013796043985,제조업
253,(주)성창오토텍,80470,17-Dec,106.85,-0.9,-9.89,5.78,13.84,18.98,1.07,0.55,80.52,7.8,39.17,28.46,1.28,-14.58,-6.39,12.24,-4.2,4.94,12.44,3.54,87.76,128.97,119.85,1131.08,97.05,9.27,18.18,2.22,-1.15,-62.82026015739901,-184.5681527809768,142953914,0.00860243180099477,0.5632659268634433,8.025423211347983,-0.011522493472093574,0.08485044772570657,0.01396106647883245,0.43673407313655666,0.44070321751258823,0.11568982994057792,0.29331527343389135,제조업
255,(주)세보엠이씨,11560,17-Dec,86.09,3.58,23.84,-0.6,-2.99,1.55,104.18,-0.03,1106.51,-1.4,114.44,119.94,2.59,28.87,55.38,7.14,18.52,10.62,90.24,20.32,92.86,88.23,175.45,2628.59,168.33,34.51,19.38,5.7,9.27,47.35436681356538,53.52904570155805,602536022,0.12489582130705207,0.46873741361518767,8.411138001600849,0.09272824162892306,0.08861188189881532,0.0026396230536564853,0.5312625863848123,0.1976039531636765,0.02315881954025315,0.520816001943612,건설업
257,(주)세운메디칼,100700,17-Dec,9.39,15.2,0.88,12.35,102.39,0.0,237.7,-0.02,104.49,8.79,13.98,37.38,0.71,2.19,8.14,38.52,12.17,4.21,3.44,1.91,61.48,9.39,640.42,1774.36,372.1,46.38,113.01,6.65,10.86,6.282930563132492,9.607825608768325,61230473,0.14558274194400522,0.08583026319133126,7.934814073665159,0.10860698361291951,0.09699298497209988,0.005695261664710692,0.9141697368086688,0.4503291055039137,0.18151728143599347,0.8508606818324395,제조업
259,(주)세중,39310,17-Dec,37.56,-0.8,-21.74,8.42,41.87,1.82,43.65,-0.1,737.7,11.53,17.48,24.49,1.2,-12.33,-37.93,24.31,-2.05,7.25,21.15,11.48,75.69,38.01,296.58,870.86,277.0,53.5,102.9,3.4,-0.97,-36.6337452131628,-113.98371143522724,158350962,0.060508845657071895,0.27544039860020153,8.063262882666685,-0.009661479304796201,0.28000906560239947,0.003918773777570609,0.7245596013997985,0.19291422447407325,0.19271756618693608,0.483780963732179,"사업시설 관리, 사업 지원 및 임대 서비스업"
260,(주)세진티에스,67770,17-Dec,6.13,-10.76,-7.85,3.75,33.48,0.0,-26064.25,-1.2,50.0,1.94,5.44,14.73,0.5,-4.81,-30.05,3.09,-5.71,5.25,14.04,1.66,96.91,6.15,1158.98,991.09,1113.44,61.2,140.54,7.61,-5.34,-235.83751011068173,-447.2750717672448,22828076,-0.05274495922719851,0.05794032713749058,7.64510987767409,-0.05336280363425062,0.08121869440148118,3.1009938685348656e-05,0.9420596728625095,0.33024581159239885,0.13725506258170858,0.5340453173818333,제조업
